title,budget,revenue,profit,log_budget,log_revenue,release_year,main_genre,runtime,vote_average,language_group,popularity
Gattaca,36000000,12532777,-23467223,17.399029524198163,16.343858010199725,1997,Thriller,106.0,7.5,en,70.398356
Isn't She Great,36000000,3003296,-32996704,17.399029524198163,14.915221243173978,2000,Drama,95.0,4.6,de,1.068453
Space Chimps,37000000,63800345,26800345,17.426428497635523,17.971269171497806,2008,Animation,81.0,5.2,en,6.293217
Head of State,0,0,0,0.0,0.0,2003,Comedy,95.0,5.3,en,3.457194
Ip Man 3,36000000,156844753,120844753,17.399029524198163,18.870767046074146,2015,Action,105.0,6.5,Other,19.167377
There Be Dragons,0,0,0,0.0,0.0,2011,Drama,112.0,5.9,en,6.668679
Spy Kids,35000000,147934180,112934180,17.370858648025116,18.812278009836827,2001,Action,88.0,5.5,en,21.543389
Horrible Bosses,35000000,117000000,82000000,17.370858648025116,18.57768450130904,2011,Comedy,98.0,6.5,en,50.309843
Star Trek: The Motion Picture,35000000,139000000,104000000,17.370858648025116,18.749984498289212,1979,Science Fiction,132.0,6.2,en,24.616634
Identity Thief,35000000,173965010,138965010,17.370858648025116,18.974364750751363,2013,Comedy,111.0,5.6,en,34.005726
Cape Fear,35000000,182300000,147300000,17.370858648025116,19.021164245134354,1991,Crime,128.0,7.0,en,27.714043
21,35000000,69823199,34823199,17.370858648025116,18.06147689073069,2008,Drama,123.0,6.5,en,45.149948
Trainwreck,35000000,140795793,105795793,17.370858648025116,18.762821129082944,2015,Comedy,125.0,5.9,en,72.774941
Guess Who,35000000,68915888,33915888,17.370858648025116,18.048397318976686,2005,Comedy,105.0,5.5,en,3.74263
The English Patient,27000000,231976425,204976425,17.11134746100564,19.262146312398762,1996,Drama,162.0,7.0,en,29.381878
L.A. Confidential,35000000,126216940,91216940,17.370858648025116,18.653512738364793,1997,Crime,138.0,7.7,en,24.860326
Sky High,35000000,86369815,51369815,17.370858648025116,18.274148820884857,2005,Adventure,100.0,5.8,en,11.041659
In & Out,35000000,0,-35000000,17.370858648025116,0.0,1997,Comedy,90.0,6.3,en,11.897925
Species,35000000,113374103,78374103,17.370858648025116,18.5462035633915,1995,Science Fiction,108.0,5.5,en,23.607071
A Nightmare on Elm Street,1800000,25504513,23704513,14.403297778421795,17.054366014070375,1984,Horror,91.0,7.2,en,38.204158
The Cell,33000000,104155843,71155843,17.312018149733785,18.461398835474892,2000,Horror,107.0,6.0,en,25.413955
The Man in the Iron Mask,0,0,0,0.0,0.0,1998,Action,132.0,6.3,en,28.98027
Secretariat,35000000,60251371,25251371,17.370858648025116,17.914035901859997,2010,Drama,123.0,6.8,en,9.525037
TMNT,34000000,95608995,61608995,17.341871111992198,18.375777474012875,2007,Adventure,90.0,6.0,en,18.39217
Radio,32000000,52277485,20277485,17.281246492014,17.77207635834142,2003,Drama,109.0,6.8,en,9.254647
Friends with Benefits,35000000,150483765,115483765,17.370858648025116,18.829365769225493,2011,Romance,109.0,6.5,en,40.526587
Neighbors 2: Sorority Rising,35000000,108758521,73758521,17.370858648025116,18.504640588081223,2016,Comedy,91.0,5.6,en,50.179171
Saving Mr. Banks,35000000,112544580,77544580,17.370858648025116,18.538859976667883,2013,Comedy,125.0,7.3,en,31.957947
Malcolm X,34000000,48169908,14169908,17.341871111992198,17.690245089462,1992,Drama,202.0,7.2,en,19.822791
This Is 40,35000000,88058786,53058786,17.370858648025116,18.29351518349794,2012,Comedy,134.0,5.6,en,38.429648
Old Dogs,35000000,92219310,57219310,17.370858648025116,18.339680113450555,2009,Comedy,88.0,5.2,en,13.707843
Underworld: Rise of the Lycans,35000000,91353501,56353501,17.370858648025116,18.330247176123542,2009,Fantasy,92.0,6.2,en,51.927471
License to Wed,35000000,69307224,34307224,17.370858648025116,18.05405971558002,2007,Comedy,91.0,5.2,en,14.503568
The Benchwarmers,0,0,0,0.0,0.0,2006,Comedy,80.0,5.2,en,6.74556
Must Love Dogs,30000000,58405313,28405313,17.216707972959764,17.882917436809514,2005,Comedy,98.0,5.8,en,11.120167
Donnie Brasco,35000000,41954997,6954997,17.370858648025116,17.552108125616183,1997,Crime,127.0,7.4,en,40.370442
Resident Evil,33000000,102984862,69984862,17.312018149733785,18.45009257422901,2002,Horror,100.0,6.4,en,40.715623
Poltergeist,10700000,122200000,111500000,16.185754392890075,18.621169612885076,1982,Horror,114.0,7.0,en,36.230204
The Ladykillers,0,0,0,0.0,0.0,2004,Comedy,104.0,6.0,en,23.666229
Max Payne,35000000,85416905,50416905,17.370858648025116,18.263054601696076,2008,Action,100.0,5.2,en,25.903237
In Time,40000000,173930596,133930596,17.50439003707821,18.974166909793784,2011,Action,109.0,6.7,en,60.231382
The Back-Up Plan,35000000,77477008,42477008,17.370858648025116,18.16549179224735,2010,Comedy,106.0,5.7,en,18.38292
Something Borrowed,35000000,59901913,24901913,17.370858648025116,17.90821901583061,2011,Comedy,112.0,5.9,en,14.029012
Black Knight,0,0,0,0.0,0.0,2001,Adventure,95.0,5.1,en,15.913783
The Bad News Bears,35000000,35323292,323292,17.370858648025116,17.380053162649663,1976,Comedy,102.0,6.9,en,6.889633
Street Fighter,35000000,99423521,64423521,17.370858648025116,18.414899283471048,1994,Action,102.0,4.1,en,19.286099
The Pianist,35000000,120072577,85072577,17.370858648025116,18.603606934585102,2002,Drama,150.0,8.0,en,50.587541
The Nativity Story,35000000,0,-35000000,17.370858648025116,0.0,2006,Drama,101.0,6.4,en,3.721272
House of Wax,40000000,68766121,28766121,17.50439003707821,18.04622176883788,2005,Horror,113.0,5.5,en,17.157738
Closer,27000000,115505027,88505027,17.11134746100564,18.564824619446146,2004,Drama,104.0,6.7,en,22.636908
J. Edgar,35000000,84606030,49606030,17.370858648025116,18.253516110451628,2011,Drama,137.0,6.0,en,28.069419
Mirrors,35000000,72436439,37436439,17.370858648025116,18.098220045652603,2008,Horror,110.0,6.0,en,19.774543
Queen of the Damned,35000000,45479110,10479110,17.370858648025116,17.632763679601915,2002,Drama,101.0,5.4,en,11.644243
Predator 2,35000000,57120318,22120318,17.370858648025116,17.8606704607139,1990,Science Fiction,108.0,5.9,en,27.934978
Untraceable,35000000,32483410,-2516590,17.370858648025116,17.296240086216603,2008,Drama,101.0,5.9,en,12.677505
Blast from the Past,35000000,40263020,5263020,17.370858648025116,17.51094401261859,1999,Comedy,112.0,6.3,en,8.737058
Flash Gordon,35000000,27107960,-7892040,17.370858648025116,17.11533800654742,1980,Science Fiction,111.0,6.1,en,12.343507
Jersey Girl,35000000,36098382,1098382,17.370858648025116,17.40175863005614,2004,Comedy,102.0,5.8,en,14.699342
Alex Cross,45000000,30353232,-14646768,17.622173069956816,17.22841359368449,2012,Action,101.0,5.1,en,14.513243
Midnight in the Garden of Good and Evil,35000000,25105255,-9894745,17.370858648025116,17.03858778457083,1997,Crime,155.0,6.3,en,5.525544
Heist,8900000,4100000,-4800000,16.001561947061912,15.226497775576945,2015,Crime,93.0,5.6,en,15.079993
Nanny McPhee and the Big Bang,35000000,93246388,58246388,17.370858648025116,18.35075589187782,2010,Comedy,109.0,6.0,en,23.835055
Hoffa,35000000,0,-35000000,17.370858648025116,0.0,1992,Crime,140.0,6.1,en,5.926966
The X Files: I Want to Believe,30000000,68369434,38369434,17.216707972959764,18.040436425997413,2008,Drama,104.0,5.5,en,25.454549
Ella Enchanted,31000000,27388767,-3611233,17.249497794707484,17.125643560307957,2004,Family,96.0,5.9,en,22.71592
Concussion,35000000,50363790,15363790,17.370858648025116,17.734783042305587,2015,Drama,123.0,7.0,en,35.120736
Abduction,35000000,82087155,47087155,17.370858648025116,18.223292118822364,2011,Thriller,106.0,5.6,en,19.893646
Valiant,35000000,19478106,-15521894,17.370858648025116,16.784801674865335,2005,Animation,76.0,5.2,en,14.051852
Wonder Boys,35000000,0,-35000000,17.370858648025116,0.0,2000,Comedy,111.0,6.9,en,9.011729
Superhero Movie,35000000,25871834,-9128166,17.370858648025116,17.06866548322767,2008,Action,85.0,4.9,en,19.088655
Broken City,56000000,19701164,-36298836,17.840862266556567,16.79618832901553,2013,Thriller,109.0,5.7,en,29.490057
Cursed,35000000,19294901,-15705099,17.370858648025116,16.775351473904937,2005,Horror,97.0,5.1,en,11.195593
Premium Rush,35000000,31083599,-3916401,17.370858648025116,17.25219090687176,2012,Crime,91.0,6.2,en,17.709888
Hot Pursuit,35000000,51680201,16680201,17.370858648025116,17.76058532609971,2015,Action,87.0,5.4,en,18.262017
The Four Feathers,35000000,29882645,-5117355,17.370858648025116,17.212788468525066,2002,War,132.0,6.5,en,10.10364
Parker,35000000,46216641,11216641,17.370858648025116,17.648850507639814,2013,Action,118.0,5.7,en,28.670477
Wimbledon,31000000,41512007,10512007,17.249497794707484,17.541493292745052,2004,Comedy,98.0,6.0,en,16.736734
Furry Vengeance,35000000,39340177,4340177,17.370858648025116,17.48775689557179,2010,Comedy,92.0,4.6,en,13.668633
Bait,30000000,0,-30000000,17.216707972959764,0.0,2012,Action,93.0,5.3,en,9.780588
Krull,27000000,16519460,-10480540,17.11134746100564,16.620049698406184,1983,Fantasy,117.0,5.8,en,9.904881
Lions for Lambs,35000000,63215872,28215872,17.370858648025116,17.962065982646223,2007,Action,92.0,6.0,en,9.789027
Flight of the Intruder,35000000,0,-35000000,17.370858648025116,0.0,1991,Action,115.0,5.7,en,6.81729
Walk Hard: The Dewey Cox Story,35000000,18317151,-16682849,17.370858648025116,16.723348446610046,2007,Comedy,96.0,6.6,en,10.73522
The Shipping News,0,0,0,0.0,0.0,2001,Drama,111.0,6.4,en,11.1399
American Outlaws,35000000,13678913,-21321087,17.370858648025116,16.431366081042533,2001,Action,94.0,5.7,en,6.727949
The Young Victoria,35000000,27409889,-7590111,17.370858648025116,17.126414455137024,2009,Drama,105.0,7.0,en,16.343317
Whiteout,40000000,12206028,-27793972,17.50439003707821,16.317440567964468,2009,Action,101.0,5.3,en,14.818718
The Tree of Life,32000000,54674226,22674226,17.281246492014,17.816902986338455,2011,Drama,139.0,6.5,en,43.862456
Knock Off,33000000,0,-33000000,17.312018149733785,0.0,1998,Action,91.0,4.7,en,2.706207
Sabotage,35000000,17508518,-17491482,17.370858648025116,16.67819812044506,2014,Action,110.0,5.5,en,27.903999
The Order,35000000,11560806,-23439194,17.370858648025116,16.263131228460505,2003,Drama,102.0,4.8,en,3.746806
Punisher: War Zone,20500000,10089373,-10410627,16.835935492889124,16.12699334877976,2008,Action,102.0,5.6,en,17.112498
Zoom,35000000,12506188,-22493812,17.370858648025116,16.341734199741065,2006,Family,83.0,4.9,en,10.304172
The Walk,35000000,61181942,26181942,17.370858648025116,17.92936265492742,2015,Adventure,123.0,6.9,en,37.335721
Warriors of Virtue,0,0,0,0.0,0.0,1997,Fantasy,103.0,4.7,en,0.912395
A Good Year,35000000,42064105,7064105,17.370858648025116,17.554705345918194,2006,Comedy,118.0,6.5,en,16.782471
Radio Flyer,35000000,4651977,-30348023,17.370858648025116,15.352803063460756,1992,Drama,114.0,6.6,en,3.503408
Bound by Honor,35000000,0,-35000000,17.370858648025116,0.0,1993,Action,180.0,7.7,en,9.122828
Smilla's Sense of Snow,35000000,0,-35000000,17.370858648025116,0.0,1997,Action,121.0,6.6,en,5.419181
Femme Fatale,35000000,16838910,-18161090,17.370858648025116,16.63920289722899,2002,Thriller,114.0,6.2,en,9.07278
Lion of the Desert,35000000,0,-35000000,17.370858648025116,0.0,1981,Action,173.0,7.4,en,2.864979
The Horseman on the Roof,35000000,15000000,-20000000,17.370858648025116,16.52356082573315,1995,War,135.0,6.7,en,2.877488
Ride with the Devil,38000000,635096,-37364904,17.453096744006448,13.361533022114346,1999,Drama,138.0,6.6,en,5.516207
Biutiful,0,25147786,25147786,0.0,17.040280458590782,2010,Drama,148.0,7.0,es,13.930763
Bandidas,35000000,10496317,-24503683,17.370858648025116,16.16653508696315,2006,Action,93.0,5.8,es,20.27704
Black Water Transit,0,0,0,0.0,0.0,2009,Drama,100.0,0.0,en,0.126738
Unfinished Business,35000000,14431253,-20568747,17.370858648025116,16.48490682926117,2015,Comedy,91.0,5.0,en,16.832312
The Age of Innocence,34000000,32255440,-1744560,17.341871111992198,17.289197300153884,1993,Drama,139.0,7.0,en,9.133747
The Fountain,35000000,15304890,-19695110,17.370858648025116,16.543683008480688,2006,Drama,96.0,6.8,en,24.606012
Chill Factor,70000000,11263966,-58736034,18.064005814299346,16.237119427688167,1999,Action,101.0,5.3,en,3.276912
Stolen,35000000,2106557,-32893443,17.370858648025116,14.560565893846038,2012,Action,96.0,5.1,en,16.830184
Ponyo,41677699,187479518,145801819,17.545476771545133,19.04918016540849,2008,Animation,100.0,7.5,Other,39.58676
The Longest Ride,34000000,63013281,29013281,17.341871111992198,17.95885608753208,2015,Drama,128.0,7.3,en,41.946523
I Dreamed of Africa,34000000,0,-34000000,17.341871111992198,0.0,2000,Romance,114.0,5.3,en,1.656695
Playing for Keeps,35000000,0,-35000000,17.370858648025116,0.0,2012,Comedy,106.0,5.4,en,17.932561
Mandela: Long Walk to Freedom,35000000,27330000,-7670000,17.370858648025116,17.123495594494077,2013,Drama,141.0,6.5,en,15.50957
Reds,32000000,40382659,8382659,17.281246492014,17.5139110428745,1981,Drama,195.0,7.1,en,4.602185
Exit Wounds,50000000,79958599,29958599,17.72753358339242,18.197019558688815,2001,Action,101.0,5.3,en,12.601306
Big Momma's House,30000000,173959438,143959438,17.216707972959764,18.97433272080923,2000,Crime,98.0,5.6,en,24.389194
Thunder and the House of Magic,34000000,0,-34000000,17.341871111992198,0.0,2013,Family,85.0,6.3,en,12.867326
The Darkest Hour,30000000,64626786,34626786,17.216707972959764,17.984139542248087,2011,Horror,89.0,4.8,en,23.328823
Step Up Revolution,33000000,140470746,107470746,17.312018149733785,18.760509818654416,2012,Music,99.0,6.7,en,29.775441
Snakes on a Plane,33000000,62022014,29022014,17.312018149733785,17.942999960628313,2006,Action,105.0,5.1,en,19.642328
The Watcher,33000000,0,-33000000,17.312018149733785,0.0,2000,Mystery,96.0,4.9,en,7.339908
The Punisher,33000000,54700105,21700105,17.312018149733785,17.81737620523311,2004,Action,124.0,6.1,en,35.099611
Goal!: The Dream Begins,30000000,27610873,-2389127,17.216707972959764,17.133720238602713,2005,Drama,118.0,6.6,en,16.541791
Safe,30000000,40346186,10346186,17.216707972959764,17.513007450073736,2012,Action,94.0,6.3,en,31.92695
Pushing Tin,33000000,0,-33000000,17.312018149733785,0.0,1999,Comedy,124.0,5.7,en,9.060642
Doomsday,30000000,22211426,-7788574,17.216707972959764,16.91611744414433,2008,Action,108.0,5.8,en,21.538222
The Reader,32000000,113019290,81019290,17.281246492014,18.54306907892032,2008,Drama,124.0,7.2,en,33.923786
Wanderlust,35000000,24159934,-10840066,17.370858648025116,17.000206240629918,2012,Comedy,98.0,5.3,en,20.908494
Elf,32000000,173398518,141398518,17.281246492014,18.97110308132845,2003,Comedy,97.0,6.4,en,16.901954
Phenomenon,32000000,152036382,120036382,17.281246492014,18.83963041201018,1996,Drama,123.0,6.2,en,15.039407
Snow Dogs,33000000,0,-33000000,17.312018149733785,0.0,2002,Adventure,99.0,5.3,en,13.655735
Scrooged,0,60328000,60328000,0.0,17.91530691544067,1988,Fantasy,101.0,6.7,en,21.620317
Nacho Libre,32000000,80197993,48197993,17.281246492014,18.2000090600551,2006,Comedy,92.0,5.6,en,14.642055
This Is the End,32000000,126041322,94041322,17.281246492014,18.652120371465983,2013,Action,107.0,6.3,en,38.21708
Stigmata,29000000,50041732,21041732,17.182806422433504,17.728367875257465,1999,Horror,103.0,6.0,en,14.993169
Men of Honor,32000000,48814909,16814909,17.281246492014,17.703546356944624,2000,Drama,129.0,7.0,en,24.147269
Takers,32000000,69055695,37055695,17.281246492014,18.050423925365973,2010,Action,107.0,6.0,en,18.47242
The Big Wedding,35000000,21819348,-13180652,17.370858648025116,16.898307702910376,2013,Comedy,90.0,5.7,en,18.84332
"Big Mommas: Like Father, Like Son",32000000,83615414,51615414,17.281246492014,18.241738451009347,2011,Crime,107.0,5.3,en,15.901137
Source Code,32000000,147332697,115332697,17.281246492014,18.80820383914737,2011,Thriller,93.0,7.1,en,59.19888
Alive,32000000,36733909,4733909,17.281246492014,17.419210864621338,1993,Action,120.0,6.7,en,14.48851
The Number 23,30000000,77566815,47566815,17.216707972959764,18.16665026482817,2007,Thriller,101.0,6.3,en,23.197408
The Young and Prodigious T.S. Spivet,33000000,9494789,-23505211,17.312018149733785,16.066253785080306,2013,Adventure,105.0,6.7,en,10.651202
1941,35000000,31755742,-3244258,17.370858648025116,17.27358414883558,1979,Action,113.0,5.6,en,10.032626
Dreamer: Inspired By a True Story,0,0,0,0.0,0.0,2005,Drama,106.0,6.3,en,6.048743
A History of Violence,32000000,60740827,28740827,17.281246492014,17.92212664936252,2005,Drama,96.0,6.9,en,34.628738
Transporter 2,32000000,85167639,53167639,17.281246492014,18.260132107446047,2005,Action,87.0,6.2,en,47.5612
The Quick and the Dead,32000000,18552460,-13447540,17.281246492014,16.73611300668165,1995,Action,107.0,6.3,en,16.473355
Laws of Attraction,28000000,30016165,2016165,17.147715103853763,17.21724666115659,2004,Action,90.0,5.6,en,6.201404
Bringing Out the Dead,32000000,0,-32000000,17.281246492014,0.0,1999,Drama,121.0,6.6,en,15.560918
Repo Men,32000000,18409891,-13590109,17.281246492014,16.728398686815083,2010,Action,111.0,6.2,en,25.799697
Dragon Wars: D-War,70000000,53587404,-16412596,18.064005814299346,17.796824617085306,2007,Fantasy,90.0,4.0,Other,4.822033
Bogus,32000000,0,-32000000,17.281246492014,0.0,1996,Fantasy,110.0,5.4,en,3.379454
The Incredible Burt Wonderstone,30000000,27437881,-2562119,17.216707972959764,17.127435171254,2013,Comedy,100.0,5.3,en,26.9385
Cats Don't Dance,32000000,3566637,-28433363,17.281246492014,15.087133973348548,1997,Animation,75.0,7.1,en,4.098444
Cradle Will Rock,0,0,0,0.0,0.0,1999,Drama,132.0,7.2,en,4.901553
The Good German,32000000,5914908,-26085092,17.281246492014,15.592986670660895,2006,War,108.0,5.9,en,5.347936
George and the Dragon,32000000,0,-32000000,17.281246492014,0.0,2004,Adventure,93.0,5.0,en,4.120549
Apocalypse Now,31500000,89460381,57960381,17.265498135541893,18.309306426024694,1979,Drama,153.0,8.0,en,49.973462
Going the Distance,32000000,42045846,10045846,17.281246492014,17.554271176128875,2010,Comedy,102.0,6.0,en,13.611544
Mr. Holland's Opus,0,106269971,106269971,0.0,18.481493319869028,1995,Music,137.0,6.9,en,6.775294
Criminal,31500000,14708696,-16791304,17.265498135541893,16.503949509456426,2016,Action,113.0,5.7,en,27.891012
Out of Africa,31000000,128499205,97499205,17.249497794707484,18.67143328329213,1985,Drama,161.0,7.0,en,13.864975
Flight,31000000,161772375,130772375,17.249497794707484,18.901700818717334,2012,Drama,138.0,6.5,en,42.213765
Moonraker,34000000,210308099,176308099,17.341871111992198,19.164084156336326,1979,Action,126.0,5.9,en,29.887404
The Grand Budapest Hotel,30000000,174600318,144600318,17.216707972959764,18.978010028401325,2014,Comedy,99.0,8.0,en,74.417456
Hearts in Atlantis,31000000,24185781,-6814219,17.249497794707484,17.001275497807864,2001,Drama,101.0,6.4,en,7.06762
Arachnophobia,31000000,53208180,22208180,17.249497794707484,17.789722720684708,1990,Comedy,103.0,6.2,en,15.895661
Frequency,31000000,68106245,37106245,17.249497794707484,18.036579484975572,2000,Crime,118.0,7.0,en,19.258041
Vacation,31000000,104384188,73384188,17.249497794707484,18.463588775583503,2015,Comedy,99.0,6.2,en,47.753598
Get Shorty,30250000,115101622,84851622,17.225006775498976,18.561325974374626,1995,Comedy,105.0,6.4,en,15.585138
The Vow,30000000,196114570,166114570,17.216707972959764,19.094209592332742,2012,Drama,104.0,7.0,en,26.780961
Extraordinary Measures,31000000,15134293,-15865707,17.249497794707484,16.532473852504896,2010,Drama,105.0,6.0,en,6.487344
Remember the Titans,30000000,136706683,106706683,17.216707972959764,18.733348195890205,2000,Drama,113.0,7.4,en,25.996219
The Hunt for Red October,30000000,199200000,169200000,17.216707972959764,19.109819908134853,1990,Action,134.0,7.2,en,46.212155
The Butler,25000000,115922175,90922175,17.034386422832473,18.568429627367117,2013,Drama,132.0,7.2,en,32.105328
DodgeBall: A True Underdog Story,20000000,167722310,147722310,16.811242881518265,18.93782025908915,2004,Comedy,92.0,6.2,en,41.156217
The Addams Family,30000000,191502426,161502426,17.216707972959764,19.07041104013391,1991,Horror,99.0,6.7,en,37.179547
Ace Ventura: When Nature Calls,30000000,212385533,182385533,17.216707972959764,19.173913737668016,1995,Crime,90.0,6.1,en,34.391792
The Princess Diaries,37000000,165335153,128335153,17.426428497635523,18.923485208057233,2001,Comedy,115.0,6.5,en,40.176265
The First Wives Club,26000000,116400000,90400000,17.073607134447293,18.572543101852677,1996,Comedy,102.0,6.5,en,10.704596
District 9,30000000,210819611,180819611,17.216707972959764,19.166513406357026,2009,Science Fiction,112.0,7.3,en,63.13678
The SpongeBob SquarePants Movie,30000000,140161792,110161792,17.216707972959764,18.75830797759336,2004,Animation,87.0,6.7,en,27.870755
Mystic River,25000000,156822020,131822020,17.034386422832473,18.87062209607082,2003,Thriller,138.0,7.6,en,31.242999
Million Dollar Baby,30000000,216763646,186763646,17.216707972959764,19.194318133580623,2004,Drama,132.0,7.7,en,70.456012
The Notebook,29000000,115603229,86603229,17.182806422433504,18.565674454988674,2004,Romance,123.0,7.7,en,55.109138
27 Dresses,30000000,160259319,130259319,17.216707972959764,18.892303811200243,2008,Comedy,111.0,6.1,en,30.695228
Hannah Montana: The Movie,35000000,155545279,120545279,17.370858648025116,18.862447436906677,2009,Comedy,102.0,6.0,en,13.788422
Rugrats in Paris: The Movie,30,103,73,3.4339872044851463,4.6443908991413725,2000,Adventure,78.0,6.0,Other,4.590277
The Prince of Tides,30000000,74787599,44787599,17.216707972959764,18.130162653801374,1991,Drama,132.0,5.9,en,3.845231
Legends of the Fall,30000000,160638883,130638883,17.216707972959764,18.894669447232353,1994,Adventure,133.0,7.2,en,26.952727
Up in the Air,25000000,163670000,138670000,17.034386422832473,18.91336276959192,2009,Drama,109.0,6.7,en,33.704181
About Schmidt,30000000,105834556,75834556,17.216707972959764,18.477387649766793,2002,Drama,125.0,6.7,en,19.925026
Warm Bodies,35000000,116980662,81980662,17.370858648025116,18.577519205598588,2013,Horror,97.0,6.4,en,43.742241
Looper,30000000,47042000,17042000,17.216707972959764,17.666551398915225,2012,Action,118.0,6.6,en,46.377628
Down to Earth,0,0,0,0.0,0.0,2001,Fantasy,87.0,4.9,en,9.166658
Hope Springs,30000000,114281051,84281051,17.216707972959764,18.554171340744748,2012,Drama,100.0,5.8,en,12.967137
Forgetting Sarah Marshall,30000000,105173115,75173115,17.216707972959764,18.47111827427828,2008,Comedy,111.0,6.4,en,50.670253
Four Brothers,45000000,92374674,47374674,17.622173069956816,18.341363418958522,2005,Action,109.0,6.7,en,24.694551
Baby Mama,30000000,63833449,33833449,17.216707972959764,17.971787905591434,2008,Comedy,99.0,5.8,en,11.409124
Hope Floats,0,0,0,0.0,0.0,1998,Drama,114.0,5.8,en,7.922716
Bride Wars,30000000,114663461,84663461,17.216707972959764,18.5575119786046,2009,Comedy,89.0,5.9,en,33.385429
Without a Paddle,19000000,69631118,50631118,16.759949589762293,18.058722137448797,2004,Action,95.0,5.3,en,8.584398
13 Going on 30,37000000,96455697,59455697,17.426428497635523,18.384594372813115,2004,Comedy,98.0,6.3,en,41.569541
Midnight in Paris,30000000,151119219,121119219,17.216707972959764,18.833579619683118,2011,Fantasy,94.0,7.4,en,43.753585
The Nut Job,0,0,0,0.0,0.0,2014,Animation,85.0,5.5,en,18.568021
Blow,53000000,83282296,30282296,17.78580249038432,18.237746563542878,2001,Crime,124.0,7.4,en,28.350529
Star Trek V: The Final Frontier,30000000,70200000,40200000,17.216707972959764,18.066858883241053,1989,Science Fiction,107.0,5.6,en,19.578249
Like Mike,30000000,0,-30000000,17.216707972959764,0.0,2002,Comedy,99.0,5.7,en,5.73667
The Naked Gun 33⅓: The Final Insult,30000000,51132598,21132598,17.216707972959764,17.74993279697887,1994,Comedy,83.0,6.3,en,28.624038
A View to a Kill,30000000,152427960,122427960,17.216707972959764,18.842202655516658,1985,Adventure,131.0,6.0,en,27.230493
The Curse of the Were-Rabbit,30000000,192452832,162452832,17.216707972959764,19.07536165829236,2005,Adventure,85.0,6.8,en,30.380747
P.S. I Love You,30000000,156835339,126835339,17.216707972959764,18.870707023138788,2007,Drama,126.0,6.9,en,29.489274
Racing Stripes,30000000,93772522,63772522,17.216707972959764,18.35638243929384,2005,Comedy,102.0,5.1,en,8.058109
Atonement,30000000,129266061,99266061,17.216707972959764,18.677383334424874,2007,Drama,123.0,7.4,en,33.369305
Letters to Juliet,30000000,0,-30000000,17.216707972959764,0.0,2010,Comedy,105.0,6.6,en,16.52083
Black Rain,30000000,45892212,15892212,17.216707972959764,17.641806009222222,1989,Action,125.0,6.2,en,11.19602
The Three Stooges,30000000,54819301,24819301,17.216707972959764,17.819552916178502,2012,Comedy,92.0,4.9,en,14.585968
Corpse Bride,40000000,117195061,77195061,17.50439003707821,18.57935030111376,2005,Romance,77.0,7.2,en,43.571612
Glory Road,0,42647449,42647449,0.0,17.56847804113446,2006,Drama,118.0,7.2,en,8.305085
Sicario,30000000,84025816,54025816,17.216707972959764,18.24663465482481,2015,Action,121.0,7.2,en,55.424027
Southpaw,30000000,91709827,61709827,17.216707972959764,18.33414010705632,2015,Action,123.0,7.3,en,65.364452
Drag Me to Hell,30000000,90810892,60810892,17.216707972959764,18.324289803336413,2009,Horror,99.0,6.2,en,45.083509
The Age of Adaline,25000000,65663276,40663276,17.034386422832473,18.000050377412492,2015,Fantasy,112.0,7.4,en,82.052056
Secondhand Lions,0,0,0,0.0,0.0,2003,Comedy,111.0,6.9,en,15.011624
Step Up 3D,30000000,159291809,129291809,17.216707972959764,18.886248361129233,2010,Drama,107.0,6.6,en,25.060342
Blue Crush,25000000,51842679,26842679,17.034386422832473,17.763724306202885,2002,Adventure,104.0,5.6,en,11.42943
Stranger Than Fiction,30000000,53653224,23653224,17.216707972959764,17.79805213707031,2006,Comedy,113.0,7.1,en,32.26789
30 Days of Night,30000000,75505973,45505973,17.216707972959764,18.139722336916783,2007,Horror,113.0,6.2,en,33.394082
The Cabin in the Woods,30000000,66486080,36486080,17.216707972959764,18.01250317544737,2012,Horror,95.0,6.5,en,73.987775
Meet the Spartans,30000000,84646831,54646831,17.216707972959764,18.253998241153198,2008,Comedy,84.0,3.7,en,10.608998
Midnight Run,30000000,38413606,8413606,17.216707972959764,17.463922303749523,1988,Adventure,126.0,7.2,en,12.821329
The Running Man,27000000,38122105,11122105,17.11134746100564,17.456304881813956,1987,Action,101.0,6.4,en,30.131498
Little Shop of Horrors,25000000,38748395,13748395,17.034386422832473,17.472599919358508,1986,Horror,94.0,6.6,en,12.113235
Hanna,30000000,63782078,33782078,17.216707972959764,17.970982815440145,2011,Action,111.0,6.5,en,31.191975
Mortal Kombat: Annihilation,30000000,51376861,21376861,17.216707972959764,17.754698473432903,1997,Action,95.0,3.8,en,11.916389
Larry Crowne,30000000,36160375,6160375,17.216707972959764,17.403474491664277,2011,Comedy,98.0,5.7,en,20.355458
Carrie,30000000,82394288,52394288,17.216707972959764,18.227026684225343,2013,Drama,100.0,5.8,en,63.848541
Take the Lead,30000000,34742066,4742066,17.216707972959764,17.363461816143673,2006,Music,108.0,6.6,en,8.999675
Gridiron Gang,30000000,41480851,11480851,17.216707972959764,17.540742481133943,2006,Action,125.0,6.5,en,9.278361
What's the Worst That Could Happen?,45000000,0,-45000000,17.622173069956816,0.0,2001,Action,94.0,5.1,en,7.185212
9,30000000,48428063,18428063,17.216707972959764,17.69559003835841,2009,Action,79.0,6.6,en,55.806402
