title,budget,revenue,profit,log_budget,log_revenue,release_year,main_genre,runtime,vote_average,language_group,popularity
Justin Bieber: Never Say Never,13000000,98441954,85441954,16.380459992348886,18.40497764310301,2011,Documentary,105.0,4.8,en,6.735922
The Godfather: Part II,13000000,47542841,34542841,16.380459992348886,17.677141799346348,1974,Drama,200.0,8.3,en,105.792936
Save the Last Dance,13000000,91038276,78038276,16.380459992348886,18.326790602416278,2001,Drama,112.0,6.3,en,9.969624
A Nightmare on Elm Street 4: The Dream Master,7000000,72500000,65500000,15.76142084987672,18.099097133618006,1988,Horror,99.0,5.8,en,17.113408
Miracles from Heaven,16000000,77000000,61000000,16.588099342704055,18.15931599280497,2016,Drama,117.0,6.7,en,10.248439
"Dude, Where’s My Car?",13000000,73180723,60180723,16.380459992348886,18.108442610919898,2000,Comedy,83.0,5.2,en,25.316146
Young Guns,13000000,44726644,31726644,16.380459992348886,17.616079967006883,1988,Crime,107.0,6.6,en,9.499325
St. Vincent,13000000,54837234,41837234,16.380459992348886,17.819879991985392,2014,Comedy,102.0,7.1,en,43.791745
About Last Night,12500000,49002684,36502684,16.341239282272525,17.707385650492025,2014,Comedy,100.0,6.0,en,11.828068
10 Things I Hate About You,16000000,53478166,37478166,16.588099342704055,17.794784035115494,1999,Comedy,97.0,7.3,en,54.550275
The New Guy,13000000,0,-13000000,16.380459992348886,0.0,2002,Comedy,88.0,5.7,en,13.525704
National Lampoon's Loaded Weapon 1,0,0,0,0.0,0.0,1993,Comedy,84.0,5.7,en,12.963328
The Shallows,17000000,119100758,102100758,16.648723960844016,18.595480407101192,2016,Horror,86.0,6.2,en,60.829621
The Butterfly Effect,13000000,96060858,83060858,16.380459992348886,18.38049249648868,2004,Science Fiction,113.0,7.3,en,73.307513
Snow Day,0,0,0,0.0,0.0,2000,Comedy,89.0,4.8,en,7.964289
This Christmas,13000000,0,-13000000,16.380459992348886,0.0,2007,Comedy,117.0,7.1,en,2.388918
Baby Geniuses,12000000,36450736,24450736,16.300417291085605,17.411472235693267,1999,Science Fiction,97.0,3.3,en,4.580081
The Big Hit,13000000,27007143,14007143,16.380459992348886,17.11161198156275,1998,Action,91.0,6.1,en,6.425528
Harriet the Spy,12000000,0,-12000000,16.300417291085605,0.0,1996,Comedy,100.0,5.7,en,4.63093
Child's Play 2,13000000,35763605,22763605,16.380459992348886,17.39244134211186,1990,Drama,84.0,5.8,en,16.681567
No Good Deed,13200000,53830415,40630415,16.395727463314174,17.801349218539976,2014,Crime,83.0,5.6,en,24.656068
The Mist,18000000,57096190,39096190,16.705882371415992,17.860247964870545,2007,Science Fiction,126.0,6.7,en,37.104353
Ex Machina,15000000,36869414,21869414,16.52356082573315,17.422892903526275,2015,Drama,108.0,7.6,en,95.130041
Being John Malkovich,13000000,22863596,9863596,16.380459992348886,16.945056553034235,1999,Fantasy,112.0,7.3,en,27.546914
Two Can Play That Game,6000000,0,-6000000,15.607270193858982,0.0,2001,Comedy,90.0,6.6,en,2.27213
Earth to Echo,13000000,45300000,32300000,16.380459992348886,17.628817612528316,2014,Family,89.0,5.7,en,17.371327
Crazy/Beautiful,13000000,16929123,3929123,16.380459992348886,16.64454601030164,2001,Drama,99.0,6.6,en,6.130096
Letters from Iwo Jima,19000000,68673228,49673228,16.759949589762293,18.044870001480582,2006,Action,141.0,7.2,en,24.47248
The Astronaut Farmer,13000000,11130889,-1869111,16.380459992348886,16.22523468411587,2006,Adventure,104.0,6.2,en,6.764437
Woo,13000000,8026971,-4973029,16.380459992348886,15.898317928880397,1998,Comedy,84.0,5.5,en,1.750054
Room,6000000,35401758,29401758,15.607270193858982,17.38227206613507,2015,Drama,117.0,8.1,en,66.11334
Dirty Work,0,0,0,0.0,0.0,1998,Comedy,82.0,6.5,en,9.066881
Serial Mom,13000000,7820688,-5179312,16.380459992348886,15.872283216057143,1994,Comedy,95.0,6.4,en,6.170139
Dick,13000000,27500000,14500000,16.380459992348886,17.129696599000436,1999,Comedy,94.0,5.7,en,4.742537
Light It Up,0,0,0,0.0,0.0,1999,Drama,99.0,6.6,en,1.212956
54,13000000,16757163,3757163,16.380459992348886,16.634336426289675,1998,Music,106.0,5.5,en,11.880899
Bubble Boy,0,0,0,0.0,0.0,2001,Adventure,84.0,5.1,en,10.131123
Birthday Girl,13000000,0,-13000000,16.380459992348886,0.0,2001,Comedy,93.0,6.1,en,5.831302
21 & Over,13000000,48065672,35065672,16.380459992348886,17.688078821256493,2013,Comedy,93.0,5.7,en,35.522027
"Paris, je t'aime",13000000,4857367,-8142633,16.380459992348886,15.396007285392034,2006,Drama,120.0,6.8,fr,10.573191
Resurrecting the Champ,0,0,0,0.0,0.0,2007,Drama,112.0,5.9,en,4.898437
Admission,13000000,18000000,5000000,16.380459992348886,16.705882371415992,2013,Comedy,107.0,5.4,en,17.632446
The Widow of Saint-Pierre,0,0,0,0.0,0.0,2000,Romance,112.0,6.7,en,1.780065
Chloe,15000000,8459458,-6540542,16.52356082573315,15.950795781547102,2009,Drama,96.0,5.9,en,26.373864
Faithful,13000000,9789900,-3210100,16.380459992348886,16.096861902096013,1996,Comedy,91.0,4.8,en,1.647335
Find Me Guilty,13000000,2636637,-10363363,16.380459992348886,14.785015178703096,2006,Drama,125.0,6.5,en,12.321302
The Perks of Being a Wallflower,13000000,33400000,20400000,16.380459992348886,17.32406648788705,2012,Drama,102.0,7.7,en,43.444135
Excessive Force,3000000,1200000,-1800000,14.914123179965662,13.997832948091215,1993,Action,87.0,4.5,en,1.279106
Infamous,13000000,1151330,-11848670,16.380459992348886,13.956429222382813,2006,Drama,110.0,6.4,en,3.680896
The Claim,0,0,0,0.0,0.0,2000,Drama,120.0,5.6,en,2.996284
The Vatican Tapes,13000000,1784763,-11215237,16.380459992348886,14.394796751569828,2015,Thriller,91.0,4.6,en,10.475368
Attack the Block,14350531,3964682,-10385849,16.479297572653444,15.19293646029631,2011,Action,88.0,6.3,en,30.952377
In the Land of Blood and Honey,10000000,303877,-9696123,16.118095750958314,12.624381584050152,2011,Drama,127.0,5.8,en,4.267466
The Call,13000000,68572378,55572378,16.380459992348886,18.043400373131508,2013,Crime,94.0,6.6,en,34.532418
Operation Chromite,0,0,0,0.0,0.0,2016,History,110.0,5.8,Other,6.116436
The Crocodile Hunter: Collision Course,0,33082548,33082548,0.0,17.314516480773865,2002,Family,90.0,5.3,en,1.714972
I Love You Phillip Morris,13000000,10652035,-2347965,16.380459992348886,16.181261605557264,2009,Comedy,98.0,6.4,en,19.664699
Quest for Fire,12000000,55260558,43260558,16.300417291085605,17.82756999322452,1981,Adventure,100.0,7.1,Other,6.537986
Antwone Fisher,12500000,23367586,10867586,16.341239282272525,16.966860449151664,2002,Drama,120.0,6.7,en,13.349012
The Emperor's Club,0,0,0,0.0,0.0,2002,Drama,108.0,6.9,en,6.796079
True Romance,12500000,12281551,-218449,16.341239282272525,16.32360885706226,1993,Action,120.0,7.5,en,35.268557
Womb,3100000,0,-3100000,14.946912992035967,0.0,2010,Romance,111.0,5.9,en,7.453347
Glengarry Glen Ross,12500000,10725228,-1774772,16.341239282272525,16.188109374531756,1992,Crime,100.0,7.5,en,13.939054
The Killer Inside Me,13000000,0,-13000000,16.380459992348886,0.0,2010,Crime,109.0,6.0,en,11.892615
Cat People,0,0,0,0.0,0.0,1982,Drama,118.0,6.0,en,5.69872
Sorority Row,12500000,27206120,14706120,16.341239282272525,17.118952542713956,2009,Horror,101.0,5.4,en,8.780512
The Prisoner of Zenda,0,0,0,0.0,0.0,1937,Adventure,101.0,8.4,en,4.021389
Lars and the Real Girl,12000000,11293663,-706337,16.300417291085605,16.23975241846247,2007,Comedy,106.0,7.1,en,15.817096
The Boy in the Striped Pyjamas,12500000,20416563,7916563,16.341239282272525,16.83185709013693,2008,War,94.0,7.7,en,34.821223
Dancer in the Dark,12800000,40031879,27231879,16.36495580701484,17.505186694642365,2000,Drama,140.0,7.6,en,22.022228
Oscar and Lucinda,0,0,0,0.0,0.0,1997,Drama,132.0,6.2,en,0.139384
The Funeral,12500000,1227324,-11272676,16.341239282272525,14.020347562295841,1996,Crime,99.0,7.3,en,2.950618
Solitary Man,15000000,5024782,-9975218,16.52356082573315,15.429892826897353,2009,Comedy,90.0,5.8,en,7.497306
Machete,20000000,31327899,11327899,16.811242881518265,17.26001963227459,2010,Action,105.0,6.3,en,26.396191
Casino Jack,12500000,1083683,-11416317,16.341239282272525,13.89587690556845,2010,Crime,108.0,6.0,en,6.546037
The Land Before Time,12300000,84460846,72160846,16.325109901643454,18.251798635835605,1988,Animation,69.0,7.0,en,28.670193
Tae Guk Gi: The Brotherhood of War,0,15,15,0.0,2.772588722239781,2004,Action,140.0,7.4,Other,9.572705
The Perfect Game,12500000,3878993,-8621007,16.341239282272525,15.171086399630498,2010,Drama,118.0,6.3,en,0.903529
Ernest & Celestine,12516654,8109160,-4407494,16.342570715415327,15.90850496821227,2012,Animation,78.0,7.6,fr,11.103202
The Golden Child,25000000,79817939,54817939,17.034386422832473,18.195258849183674,1986,Action,94.0,5.6,en,15.26213
Think Like a Man,12000000,96070507,84070507,16.300417291085605,18.38059293818291,2012,Comedy,122.0,6.9,en,6.035152
Barbershop,12000000,75781642,63781642,16.300417291085605,18.143366644502066,2002,Comedy,102.0,6.2,en,10.297189
Star Trek II: The Wrath of Khan,12000000,96800000,84800000,16.300417291085605,18.388157562577383,1982,Action,113.0,7.3,en,22.434102
Ace Ventura: Pet Detective,15000000,107217396,92217396,16.52356082573315,18.490369078881876,1994,Comedy,86.0,6.4,en,41.249004
WarGames,12000000,79567667,67567667,16.300417291085605,18.19211838739628,1983,Thriller,114.0,7.0,en,23.161754
Witness,12000000,68706993,56706993,16.300417291085605,18.04536155695986,1985,Crime,113.0,7.0,en,19.195399
Act of Valor,12000000,81272766,69272766,16.300417291085605,18.213321549153616,2012,Action,110.0,6.3,en,21.958055
Step Up,12000000,114194847,102194847,16.300417291085605,18.553416740333148,2006,Music,104.0,6.7,en,45.477802
Beavis and Butt-Head Do America,12000000,0,-12000000,16.300417291085605,0.0,1996,Animation,81.0,6.5,en,12.60629
Jackie Brown,12000000,39673162,27673162,16.300417291085605,17.496185522107584,1997,Comedy,154.0,7.3,en,40.631671
Harold & Kumar Escape from Guantanamo Bay,12000000,43493123,31493123,16.300417291085605,17.588113414599178,2008,Comedy,107.0,6.2,en,26.219598
Chronicle,15000000,145000000,130000000,16.52356082573315,18.7922443072814,2012,Science Fiction,84.0,6.6,en,64.504747
Yentl,12000000,30400000,18400000,16.300417291085605,17.229953199271186,1983,Music,132.0,6.2,en,3.389249
Time Bandits,5000000,42365581,37365581,15.424948670398354,17.56184684527556,1981,Family,116.0,6.6,en,14.779537
Crossroads,12000000,61141030,49141030,16.300417291085605,17.928693737222304,2002,Action,93.0,4.7,en,6.703319
Project X,12000000,100000000,88000000,16.300417291085605,18.420680753952364,2012,Comedy,88.0,6.5,en,49.070321
Patton,12000000,89800000,77800000,16.300417291085605,18.313095544408284,1970,Drama,172.0,7.3,en,21.933822
One Hour Photo,12000000,52223306,40223306,16.300417291085605,17.771039447456843,2002,Horror,96.0,6.6,en,20.624896
Quarantine,12000000,40855419,28855419,16.300417291085605,17.525550051007556,2008,Horror,89.0,5.5,en,8.083995
The Eye,12000000,56309766,44309766,16.300417291085605,17.84637855941368,2008,Drama,98.0,5.5,en,11.135734
Johnson Family Vacation,12000000,31179516,19179516,16.300417291085605,17.255271930774757,2004,Comedy,97.0,4.7,en,4.623609
How High,12000000,31155435,19155435,16.300417291085605,17.25449929840595,2001,Comedy,93.0,6.3,en,11.510281
The Muppet Christmas Carol,0,27281507,27281507,0.0,17.121719668004104,1992,Comedy,85.0,7.2,en,15.085981
Frida,12000000,56298474,44298474,16.300417291085605,17.846178005709312,2002,Drama,123.0,7.3,en,18.422327
Katy Perry: Part of Me,12000000,32726956,20726956,16.300417291085605,17.303709669347302,2012,Documentary,93.0,6.5,en,8.410688
Rounders,12000000,22921898,10921898,16.300417291085605,16.9476032997818,1998,Drama,121.0,6.9,en,18.422008
Top Five,0,25434291,25434291,0.0,17.051608900192058,2014,Drama,102.0,6.3,en,15.896312
Prophecy,12000000,54000000,42000000,16.300417291085605,17.804494623047066,1979,Horror,102.0,5.4,en,8.61659
Stir of Echoes,12000000,21133087,9133087,16.300417291085605,16.866350521839156,1999,Horror,99.0,6.5,en,6.044161
Philomena,12000000,100129872,88129872,16.300417291085605,18.42197863133204,2013,Drama,98.0,7.4,en,29.019504
The Upside of Anger,0,0,0,0.0,0.0,2005,Comedy,118.0,6.4,en,6.2464
The Boys from Brazil,0,0,0,0.0,0.0,1978,Horror,125.0,6.6,en,5.315213
Aquamarine,12000000,23006849,11006849,16.300417291085605,16.951302555638996,2006,Fantasy,104.0,5.8,en,16.931846
Paper Towns,12000000,85512300,73512300,16.300417291085605,18.264170794903528,2015,Drama,109.0,6.1,en,64.610671
My Baby's Daddy,0,51,51,0.0,3.9512437185814275,2004,Comedy,86.0,4.3,en,4.480167
Nebraska,12000000,17654912,5654912,16.300417291085605,16.686524659549985,2013,Drama,115.0,7.4,en,29.223881
Tales from the Crypt: Demon Knight,0,0,0,0.0,0.0,1995,Horror,92.0,6.7,en,7.710797
Max Keeble's Big Move,12000000,17292381,5292381,16.300417291085605,16.665776615666065,2001,Comedy,86.0,5.4,en,1.081822
Young Adult,12000000,22939027,10939027,16.300417291085605,16.948350297364144,2011,Comedy,94.0,5.6,en,16.183746
Crank,12000000,42931041,30931041,16.300417291085605,17.575105711976995,2006,Action,88.0,6.6,en,47.992817
Def Jam's How to Be a Player,0,13960203,13960203,0.0,16.451721268372246,1997,Comedy,93.0,5.3,en,1.20245
Living Out Loud,12000000,12902790,902790,16.300417291085605,16.372954202519335,1998,Comedy,100.0,5.3,en,0.700792
Just Wright,0,21520719,21520719,0.0,16.88452674994725,2010,Comedy,100.0,6.1,en,10.409253
Rachel Getting Married,0,0,0,0.0,0.0,2008,Drama,113.0,6.1,en,14.345428
The Postman Always Rings Twice,12000000,0,-12000000,16.300417291085605,0.0,1981,Romance,122.0,6.4,en,6.803763
Girl with a Pearl Earring,0,31466789,31466789,0.0,17.264443261931465,2003,Drama,101.0,6.4,en,19.944479
Das Boot,14000000,85000000,71000000,16.454567959008102,18.258161826219297,1981,Action,149.0,7.9,de,26.967494
Sorority Boys,12000000,0,-12000000,16.300417291085605,0.0,2002,Comedy,93.0,4.6,en,3.444542
About Time,0,87100449,87100449,0.0,18.2825726082847,2013,Comedy,123.0,7.8,en,74.817641
House of Flying Daggers,0,92863945,92863945,0.0,18.34664603373031,2004,Adventure,119.0,7.1,zh,21.064082
Arbitrage,12000000,35485056,23485056,16.300417291085605,17.384622236252458,2012,Drama,100.0,6.1,en,16.40512
Project Almanac,12000000,32248241,20248241,16.300417291085605,17.288974088092335,2015,Science Fiction,106.0,6.4,en,32.940597
Cadillac Records,12000000,0,-12000000,16.300417291085605,0.0,2008,Drama,109.0,6.9,en,13.427427
Screwed,0,0,0,0.0,0.0,2000,Action,81.0,4.9,en,5.359381
Fortress,8000000,6739141,-1260859,15.894952224644102,15.72344317508193,1992,Action,95.0,5.7,en,8.708229
For Your Consideration,12000000,5542025,-6457975,16.300417291085605,15.527870695841187,2006,Comedy,86.0,5.9,en,4.330428
Celebrity,0,0,0,0.0,0.0,1998,Drama,113.0,6.0,en,7.594593
Running with Scissors,12000000,6754898,-5245102,16.300417291085605,15.725778577377165,2006,Drama,116.0,5.8,en,4.770195
From Justin to Kelly,12000000,4922166,-7077834,16.300417291085605,15.409259438654587,2003,Comedy,90.0,3.0,en,1.623338
Girl 6,12000000,4939939,-7060061,16.300417291085605,15.412863743341358,1996,Comedy,108.0,5.7,en,2.993939
In the Cut,12000000,23,-11999977,16.300417291085605,3.1780538303479458,2003,Mystery,119.0,4.6,en,10.536092
Two Lovers,12000000,3148182,-8851818,16.300417291085605,14.962336018977219,2008,Drama,110.0,6.6,en,8.290636
Last Orders,0,0,0,0.0,0.0,2001,Comedy,109.0,6.0,en,3.603842
The Host,11000000,88489643,77489643,16.213405921671733,18.298396086181988,2006,Horror,119.0,6.7,Other,27.65527
The Pursuit of D.B. Cooper,0,0,0,0.0,0.0,1981,Adventure,100.0,6.8,en,1.379643
Ravenous,12000000,0,-12000000,16.300417291085605,0.0,1999,Comedy,100.0,6.9,en,9.164386
Charlie Bartlett,12000000,0,-12000000,16.300417291085605,0.0,2008,Comedy,97.0,6.5,en,9.779444
The Great Beauty,12400000,8371085,-4028915,16.333207111220425,15.940294183152913,2013,Comedy,142.0,7.3,Other,32.523573
The Dangerous Lives of Altar Boys,0,0,0,0.0,0.0,2002,Comedy,104.0,6.4,en,2.24888
Stoker,12000000,12077441,77441,16.300417291085605,16.30684997308081,2013,Drama,99.0,6.5,en,27.322212
2046,12000000,19271312,7271312,16.300417291085605,16.774128175069848,2004,Fantasy,129.0,6.9,zh,12.664787
Married Life,12000000,0,-12000000,16.300417291085605,0.0,2007,Crime,90.0,6.1,en,3.004432
Duma,12000000,0,-12000000,16.300417291085605,0.0,2005,Adventure,100.0,6.9,en,4.795244
Ondine,12000000,1644755,-10355245,16.300417291085605,14.313102602912407,2009,Drama,111.0,6.5,en,5.841285
Brother,12000000,15250000,3250000,16.300417291085605,16.540090126591462,2000,Crime,114.0,6.8,Other,5.327714
Welcome to Collinwood,1200000,0,-1200000,13.997832948091215,0.0,2002,Comedy,86.0,6.2,en,3.582733
Critical Care,0,0,0,0.0,0.0,1997,Comedy,107.0,6.1,en,2.678715
The Life Before Her Eyes,8000000,0,-8000000,15.894952224644102,0.0,2007,Thriller,90.0,6.1,en,9.728143
Darling Companion,0,0,0,0.0,0.0,2012,Drama,103.0,5.3,en,2.303865
Trade,12000000,0,-12000000,16.300417291085605,0.0,2007,Drama,120.0,6.8,en,11.237374
Fateless,0,0,0,0.0,0.0,2005,War,140.0,6.5,Other,1.906807
Breakfast of Champions,12000000,0,-12000000,16.300417291085605,0.0,1999,Comedy,110.0,5.2,en,2.695896
"A Woman, a Gun and a Noodle Shop",0,0,0,0.0,0.0,2009,Comedy,95.0,4.8,zh,1.416796
Cypher,7500000,0,-7500000,15.830413711839864,0.0,2002,Thriller,95.0,6.7,en,11.636883
City of Life and Death,12000000,10652498,-1347502,16.300417291085605,16.18130507048152,2009,Drama,132.0,7.6,zh,4.793348
Legend of a Rabbit,19000000,2570000,-16430000,16.759949589762293,14.759416845976386,2011,Animation,89.0,3.0,zh,0.738652
Space Battleship Yamato,12000000,11212294,-787706,16.300417291085605,16.232521502015942,2010,Science Fiction,131.0,6.3,Other,5.158067
5 Days of War,20000000,17479,-19982521,16.811242881518265,9.768812649209526,2011,War,113.0,5.8,en,5.727602
Triangle,12000000,0,-12000000,16.300417291085605,0.0,2009,Horror,99.0,6.9,en,25.496926
10 Days in a Madhouse,1200000,0,-1200000,13.997832948091215,0.0,2015,Drama,111.0,4.3,en,0.489271
Heaven is for Real,12000000,101332962,89332962,16.300417291085605,18.433922316090445,2014,Drama,99.0,6.0,en,11.150261
Snatch,10000000,83557872,73557872,16.118095750958314,18.241050039565618,2000,Thriller,103.0,7.7,en,53.595686
Dancin' It's On,0,0,0,0.0,0.0,2015,Drama,89.0,4.3,Other,0.186234
Pet Sematary,11500000,57469467,45969467,16.257857680289998,17.866764373437423,1989,Drama,103.0,6.4,en,20.747994
Madadayo,0,0,0,0.0,0.0,1993,Drama,134.0,7.5,Other,2.930853
The Cry of the Owl,11500000,0,-11500000,16.257857680289998,0.0,2009,Drama,101.0,5.5,en,4.75919
A Tale of Three Cities,0,0,0,0.0,0.0,2015,Drama,130.0,6.3,zh,0.753362
Gremlins,11000000,153083102,142083102,16.213405921671733,18.846491488763156,1984,Fantasy,106.0,6.9,en,45.072136
Dirty Grandpa,11500000,94073028,82573028,16.257857680289998,18.3595819428557,2016,Comedy,102.0,5.7,en,56.805781
Doctor Zhivago,11000000,111858363,100858363,16.213405921671733,18.532744021826126,1965,Drama,197.0,7.4,en,12.854853
Trash,0,0,0,0.0,0.0,2014,Adventure,112.0,7.1,Other,14.637357
High School Musical 3: Senior Year,0,0,0,0.0,0.0,2008,Comedy,116.0,6.2,en,21.801188
The Fighter,25000000,93617009,68617009,17.034386422832473,18.354722655706016,2010,Drama,116.0,7.2,en,31.019381
Jackass Number Two,11000000,72778712,61778712,16.213405921671733,18.10293406656242,2006,Action,95.0,6.4,en,11.227087
My Cousin Vinny,11000000,64088552,53088552,16.213405921671733,17.975776325600318,1992,Comedy,120.0,7.3,en,19.231507
If I Stay,11000000,78874843,67874843,16.213405921671733,18.1833729010107,2014,Drama,106.0,7.3,en,31.162838
Drive Hard,12000000,0,-12000000,16.300417291085605,0.0,2014,Action,96.0,3.9,en,3.94487
Major League,11000000,49797148,38797148,16.213405921671733,17.72346829136011,1989,Comedy,107.0,6.6,en,7.559192
St. Trinian's,0,0,0,0.0,0.0,2007,Comedy,101.0,5.6,en,7.377587
Phone Booth,13000000,97837138,84837138,16.380459992348886,18.398814807296677,2002,Thriller,81.0,6.7,en,38.018085
A Walk to Remember,11000000,41227069,30227069,16.213405921671733,17.534605637399192,2002,Drama,101.0,7.5,en,33.283554
Dead Man Walking,11000000,39363635,28363635,16.213405921671733,17.488353003930516,1995,Drama,122.0,7.3,en,15.864928
Cruel Intentions,10500000,75902208,65402208,16.166885910365842,18.144956346026664,1999,Drama,97.0,6.6,en,23.449703
Saw VI,11000000,68233629,57233629,16.213405921671733,18.03844810978004,2009,Horror,90.0,6.0,en,31.900899
History of the World: Part I,11000000,31672907,20672907,16.213405921671733,17.27097223621293,1981,Comedy,92.0,6.5,en,14.282314
The Secret Life of Bees,11000000,38105395,27105395,16.213405921671733,17.455866457365318,2008,Adventure,114.0,7.4,en,7.645979
Corky Romano,11000000,23978402,12978402,16.213405921671733,16.99266410818165,2001,Action,86.0,4.1,en,3.495758
Raising Cain,12000000,37170057,25170057,16.300417291085605,17.43101410267039,1992,Drama,91.0,5.9,en,7.558959
F.I.S.T.,11,11,0,2.4849066497880004,2.4849066497880004,1978,Drama,145.0,6.4,en,3.375208
Invaders from Mars,12000000,4884663,-7115337,16.300417291085605,15.401611059107761,1986,Science Fiction,100.0,5.5,en,4.234269
Brooklyn,11000000,62076141,51076141,16.213405921671733,17.94387228628956,2015,Drama,111.0,7.2,en,39.337949
Barry Lyndon,11000000,20000000,9000000,16.213405921671733,16.811242881518265,1975,Drama,184.0,7.7,en,29.543331
Out Cold,24000000,14782676,-9217324,16.993564429978885,16.508966580222893,2001,Comedy,89.0,5.8,en,4.12064
The Ladies Man,24000000,13700000,-10300000,16.993564429978885,16.432906463791053,2000,Comedy,84.0,5.7,en,2.259537
Quartet,11000000,59520298,48520298,16.213405921671733,17.901827971998,2012,Drama,98.0,6.3,en,7.722021
Tomcats,11000000,23430766,12430766,16.213405921671733,16.969560545756966,2001,Comedy,95.0,4.9,en,7.063053
Frailty,11000000,13110448,2110448,16.213405921671733,16.388920103818553,2001,Drama,100.0,7.0,en,16.003958
Woman in Gold,11000000,61619773,50619773,16.213405921671733,17.936493383485693,2015,Drama,120.0,7.3,en,21.204929
Kinsey,0,0,0,0.0,0.0,2004,Drama,118.0,6.6,en,6.799314
Army of Darkness,11000000,0,-11000000,16.213405921671733,0.0,1992,Fantasy,81.0,7.3,en,33.758281
Slackers,14000000,6413915,-7586085,16.454567959008102,15.673980562797748,2002,Comedy,86.0,5.4,en,9.371811
What's Eating Gilbert Grape,11000000,30000000,19000000,16.213405921671733,17.216707972959764,1993,Romance,118.0,7.5,en,33.282794
The Visual Bible: The Gospel of John,10000000,4069090,-5930910,16.118095750958314,15.218930190951005,2003,Drama,125.0,8.2,en,3.208172
Vera Drake,11000000,0,-11000000,16.213405921671733,0.0,2004,Crime,125.0,6.8,en,4.131918
The Guru,0,0,0,0.0,0.0,2002,Comedy,91.0,5.1,en,4.093288
The Perez Family,11000000,2832826,-8167174,16.213405921671733,14.856785710940283,1995,Comedy,113.0,6.6,en,1.187671
Inside Llewyn Davis,11000000,32935319,21935319,16.213405921671733,17.310056196117213,2013,Drama,105.0,7.2,en,36.319205
O,0,16017403,16017403,0.0,16.589186439032684,2001,Drama,95.0,5.8,en,4.146752
Return to the Blue Lagoon,11000000,2807854,-8192146,16.213405921671733,14.847931404617905,1991,Drama,98.0,5.1,en,9.705589
The Molly Maguires,11000000,2200000,-8800000,16.213405921671733,14.603968372873895,1970,Drama,124.0,5.9,en,1.396985
Romance & Cigarettes,0,2945242,2945242,0.0,14.895701884397281,2005,Comedy,105.0,6.0,en,4.056774
Copying Beethoven,11000000,0,-11000000,16.213405921671733,0.0,2006,Drama,104.0,6.2,en,5.062687
Brighton Rock,0,0,0,0.0,0.0,2010,Drama,111.0,5.6,en,3.122152
Saw V,10800000,113857533,103057533,16.195056784687036,18.55045852307596,2008,Horror,92.0,5.9,en,32.943848
Machine Gun McCain,0,0,0,0.0,0.0,1969,Drama,116.0,7.3,Other,0.700127
LOL,11000000,0,-11000000,16.213405921671733,0.0,2012,Drama,97.0,5.9,en,31.763201
Jindabyne,0,0,0,0.0,0.0,2006,Crime,123.0,5.7,en,8.950864
Kabhi Alvida Naa Kehna,7400000,17000000,9600000,15.816990693309524,16.648723960844016,2006,Drama,193.0,6.1,Other,3.246903
An Ideal Husband,14000000,18535191,4535191,16.454567959008102,16.735181753294004,1999,Drama,97.0,6.3,en,4.519523
The Last Days on Mars,0,0,0,0.0,0.0,2013,Science Fiction,98.0,5.2,en,18.764453
Darkness,0,0,0,0.0,0.0,2002,Horror,102.0,5.6,en,6.340135
2001: A Space Odyssey,10500000,68700000,58200000,16.166885910365842,18.04525977174862,1968,Science Fiction,149.0,7.9,en,86.201184
In the Land of Women,10000000,17500000,7500000,16.118095750958314,16.677711496036597,2007,Romance,97.0,5.8,en,12.792446
The Blue Butterfly,0,0,0,0.0,0.0,2004,Adventure,97.0,6.8,en,1.985552
There Goes My Baby,10500000,123509,-10376491,16.166885910365842,11.72407740343206,1994,Drama,99.0,8.5,en,0.037073
Housefull,0,0,0,0.0,0.0,2010,Drama,135.0,5.2,Other,0.12082
September Dawn,11000000,0,-11000000,16.213405921671733,0.0,2007,Drama,110.0,5.0,en,3.646848
For Greater Glory - The True Story of Cristiada,12000000,9622846,-2377154,16.300417291085605,16.079650724804473,2012,History,145.0,6.4,en,5.759545
The Bélier Family,11000000,0,-11000000,16.213405921671733,0.0,2014,Comedy,105.0,7.0,fr,25.302978
Good Will Hunting,10000000,225933435,215933435,16.118095750958314,19.235750982880344,1997,Drama,126.0,7.9,en,43.734886
Misconduct,11000000,0,-11000000,16.213405921671733,0.0,2016,Drama,106.0,5.3,en,10.016909
Saw III,10000000,163876815,153876815,16.118095750958314,18.914625581603822,2006,Horror,108.0,6.1,en,33.124871
Stripes,10000000,85300000,75300000,16.118095750958314,18.261685024185237,1981,Action,106.0,6.5,en,10.892398
Bring It On,28000000,90449929,62449929,17.147715103853763,18.32030699589704,2000,Comedy,98.0,5.8,en,14.754281
The Purge: Election Year,10000000,118587880,108587880,16.118095750958314,18.59116485549565,2016,Action,105.0,6.1,en,53.727146
She's All That,10000000,103166989,93166989,16.118095750958314,18.451859495503143,1999,Comedy,95.0,5.7,en,8.9876
Saw IV,10000000,139352633,129352633,16.118095750958314,18.7525182137588,2007,Horror,93.0,5.9,en,29.244768
White Noise,10000000,91196419,81196419,16.118095750958314,18.32852619988812,2005,Drama,101.0,5.6,en,14.447723
Madea's Family Reunion,6000000,57231524,51231524,15.607270193858982,17.862615440893798,2006,Drama,110.0,6.0,en,5.882208
The Color of Money,13800000,52293982,38493982,16.440179222591198,17.772391874615497,1986,Drama,119.0,6.7,en,17.3393
